mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name
29,4,90,70,1938,14,1994,2,volkswagen rabbit
19,6,232,90,3212,17,1994,1,amc pacer
23,4,115,95,2695,15,1994,2,audi 100ls
23,4,120,88,2958,17,1994,2,peugeot 504
22,4,121,98,2946,14.5,1994,2,volvo 244dl
25,4,121,115,2672,13.5,1994,2,saab 99le
33,4,91,53,1796,17.5,1994,3,honda civic cvcc
28,4,107,86,2465,15.5,1994,2,fiat 131
25,4,116,81,2221,16.9,1994,2,opel 1900
25,4,140,92,2573,14.9,1994,1,capri ii
26,4,98,79,2256,17.7,1994,1,dodge colt
27,4,101,83,2203,15.3,1994,2,renault 12tl
17.5,8,305,140,4216,13,1994,1,chevrolet chevelle malibu classic
16,8,318,150,4191,13,1994,1,dodge coronet brougham
15.5,8,304,120,3963,13.9,1994,1,amc matador
14.5,8,351,152,4216,12.8,1994,1,ford gran torino
22,6,225,100,3234,15.4,1994,1,plymouth valiant
22,6,250,105,3354,14.5,1994,1,chevrolet nova
24,6,200,81,3013,17.6,1994,1,ford maverick
22.5,6,232,90,3086,17.6,1994,1,amc hornet
29,4,85,52,2036,22.2,1994,1,chevrolet chevette
24.5,4,98,60,2165,22.1,1994,1,chevrolet woody
29,4,90,70,1938,14.2,1994,2,vw rabbit
33,4,91,53,1796,17.4,1994,3,honda civic
20,6,225,100,3652,17.7,1974,1,dodge aspen se
18,6,250,78,3575,21,1974,1,ford granada ghia
18.5,6,250,110,3646,16.2,1974,1,pontiac ventura sj
17.5,6,258,95,3194,17.8,1974,1,amc pacer d/l
29.5,4,97,71,1826,12.2,1974,2,volkswagen rabbit
32,4,85,70,1991,17,1974,3,datsun b-210
28,4,97,75,2156,16.4,1974,3,toyota corolla
26.5,4,140,72,2566,13.6,1974,1,ford pinto
20,4,130,102,3151,15.7,1974,2,volvo 245
13,8,318,150,3941,13.2,1974,1,plymouth volare premier v8
19,4,120,88,3271,21.9,1974,2,peugeot 504
19,6,156,108,2931,15.5,1974,3,toyota mark ii
16.5,6,168,120,3821,16.7,1974,2,mercedes-benz 280s
16.5,8,350,180,4381,12.1,1974,1,cadillac seville
13,8,350,145,4056,12,1974,1,chevy c10
13,8,302,130,3871,15,1974,1,ford f108
13,8,318,150,3756,14,1974,1,dodge d100
31.5,4,98,68,2046,18.5,1974,3,honda accord cvcc
30,4,111,80,2156,14.8,1974,1,buick opel isuzu deluxe
36,4,79,58,1826,18.6,1974,2,renault 5 gtl
25.5,4,122,96,2301,15.5,1974,1,plymouth arrow gs
33.5,4,85,70,1946,16.8,1974,3,datsun f-10 hatchback
17.5,8,305,145,3881,12.5,1974,1,chevrolet caprice classic
17,8,260,110,4061,19,1974,1,oldsmobile cutlass supreme
15.5,8,318,145,4141,13.7,1974,1,dodge monaco brougham
15,8,302,130,4296,14.9,1974,1,mercury cougar brougham
17.5,6,250,110,3521,16.4,1974,1,chevrolet concours
20.5,6,231,105,3426,16.9,1974,1,buick skylark
19,6,225,100,3631,17.7,1974,1,plymouth volare custom
18.5,6,250,98,3526,19,1974,1,ford granada
16,8,400,180,4221,11.1,1974,1,pontiac grand prix lj
15.5,8,350,170,4166,11.4,1974,1,chevrolet monte carlo landau
15.5,8,400,190,4326,12.2,1974,1,chrysler cordoba
16,8,351,149,4336,14.5,1974,1,ford thunderbird
29,4,97,78,1941,14.5,1974,2,volkswagen rabbit custom
24.5,4,151,88,2741,16,1974,1,pontiac sunbird coupe
26,4,97,75,2266,18.2,1974,3,toyota corolla liftback
25.5,4,140,89,2756,15.8,1974,1,ford mustang ii 2+2
30.5,4,98,63,2052,17,1974,1,chevrolet chevette
33.5,4,98,83,2076,15.9,1974,1,dodge colt m/m
30,4,97,67,1986,16.4,1974,3,subaru dl
30.5,4,97,78,2191,14.1,1974,2,volkswagen dasher
22,6,146,97,2816,14.5,1974,3,datsun 810
21.5,4,121,110,2601,12.8,1974,2,bmw 320i
21.5,3,80,110,2721,13.5,1974,3,mazda rx-4
43.1,4,90,48,1986,21.5,1974,2,volkswagen rabbit custom diesel
36.1,4,98,66,1801,14.4,1974,1,ford fiesta
32.8,4,78,52,1986,19.4,1974,3,mazda glc deluxe
39.4,4,85,70,2071,18.6,1974,3,datsun b210 gx
36.1,4,91,60,1801,16.4,1974,3,honda civic cvcc
19.9,8,260,110,3366,15.5,1974,1,oldsmobile cutlass salon brougham
19.4,8,318,140,3736,13.2,1974,1,dodge diplomat
20.2,8,302,139,3571,12.8,1974,1,mercury monarch ghia
19.2,6,231,105,3536,19.2,1974,1,pontiac phoenix lj
20.5,6,200,95,3156,18.2,1974,1,chevrolet malibu
20.2,6,200,85,2966,15.8,1974,1,ford fairmont (auto)
25.1,4,140,88,2721,15.4,1974,1,ford fairmont (man)
20.5,6,225,100,3431,17.2,1974,1,plymouth volare
19.4,6,232,90,3211,17.2,1974,1,amc concord
20.6,6,231,105,3381,15.8,1974,1,buick century special
20.8,6,200,85,3071,16.7,1974,1,mercury zephyr
18.6,6,225,110,3621,18.7,1974,1,dodge aspen
18.1,6,258,120,3411,15.1,1974,1,amc concord d/l
19.2,8,305,145,3426,13.2,1974,1,chevrolet monte carlo landau
17.7,6,231,165,3446,13.4,1974,1,buick regal sport coupe (turbo)
18.1,8,302,139,3206,11.2,1974,1,ford futura
17.5,8,318,140,4081,13.7,1974,1,dodge magnum xe
30,4,98,68,2156,16.5,1974,1,chevrolet chevette
27.5,4,134,95,2561,14.2,1974,3,toyota corona
27.2,4,119,97,2301,14.7,1974,3,datsun 510
30.9,4,105,75,2231,14.5,1974,1,dodge omni
21.1,4,134,95,2516,14.8,1974,3,toyota celica gt liftback
23.2,4,156,105,2746,16.7,1974,1,plymouth sapporo
23.8,4,151,85,2856,17.6,1974,1,oldsmobile starfire sx
23.9,4,119,97,2406,14.9,1974,3,datsun 200-sx
20.3,5,131,103,2831,15.9,1974,2,audi 5000
17,6,163,125,3141,13.6,1974,2,volvo 264gl
21.6,4,121,115,2796,15.7,1974,2,saab 99gle
16.2,6,163,133,3411,15.8,1974,2,peugeot 604sl
31.5,4,89,71,1991,14.9,1974,2,volkswagen scirocco
29.5,4,98,68,2136,16.6,1974,3,honda accord lx
21.5,6,231,115,3246,15.4,1974,1,pontiac lemans v6
19.8,6,200,85,2991,18.2,1974,1,mercury zephyr 6
22.3,4,140,88,2891,17.3,1974,1,ford fairmont 4
20.2,6,232,90,3266,18.2,1974,1,amc concord dl 6
20.6,6,225,110,3361,16.6,1974,1,dodge aspen 6
17,8,305,130,3841,15.4,1974,1,chevrolet caprice classic
17.6,8,302,129,3726,13.4,1995,1,ford ltd landau
16.5,8,351,138,3956,13.2,1995,1,mercury grand marquis
18.2,8,318,135,3831,15.2,1995,1,dodge st. regis
16.9,8,350,155,4361,14.9,1995,1,buick estate wagon (sw)
15.5,8,351,142,4055,14.3,1995,1,ford country squire (sw)
19.2,8,267,125,3606,15,1995,1,chevrolet malibu classic (sw)
18.5,8,360,150,3941,13,1995,1,chrysler lebaron town @ country (sw)
31.9,4,89,71,1926,14,1995,2,vw rabbit custom
34.1,4,86,65,1976,15.2,1995,3,maxda glc deluxe
35.7,4,98,80,1916,14.4,1995,1,dodge colt hatchback custom
27.4,4,121,80,2671,15,1995,1,amc spirit dl
25.4,5,183,77,3531,20.1,1995,2,mercedes benz 300d
23,8,350,125,3901,17.4,1995,1,cadillac eldorado
27.2,4,141,71,3191,24.8,1995,2,peugeot 504
23.9,8,260,90,3421,22.2,1995,1,oldsmobile cutlass salon brougham
34.2,4,105,70,2201,13.2,1995,1,plymouth horizon
34.5,4,105,70,2151,14.9,1995,1,plymouth horizon tc3
31.8,4,85,65,2021,19.2,1995,3,datsun 210
37.3,4,91,69,2131,14.7,1995,2,fiat strada custom
28.4,4,151,90,2671,16,1995,1,buick skylark limited
28.8,6,173,115,2596,11.3,1995,1,chevrolet citation
26.8,6,173,115,2701,12.9,1995,1,oldsmobile omega brougham
33.5,4,151,90,2557,13.2,1995,1,pontiac phoenix
41.5,4,98,76,2145,14.7,1995,2,vw rabbit
38.1,4,89,60,1969,18.8,1995,3,toyota corolla tercel
32.1,4,98,70,2121,15.5,1995,1,chevrolet chevette
37.2,4,86,65,2020,16.4,1995,3,datsun 310
28,4,151,90,2679,16.5,1995,1,chevrolet citation
26.4,4,140,88,2871,18.1,1995,1,ford fairmont
24.3,4,151,90,3004,20.1,1995,1,amc concord
19.1,6,225,90,3382,18.7,1995,1,dodge aspen
34.3,4,97,78,2189,15.8,1995,2,audi 4000
29.8,4,134,90,2712,15.5,1995,3,toyota corona liftback
31.3,4,120,75,2543,17.5,1995,3,mazda 626
37,4,119,92,2435,15,1995,3,datsun 510 hatchback
32.2,4,108,75,2266,15.2,1995,3,toyota corolla
46.6,4,86,65,2111,17.9,1995,3,mazda glc
27.9,4,156,105,2801,14.4,1995,1,dodge colt
40.8,4,85,65,2111,19.2,1995,3,datsun 210
44.3,4,90,48,2086,21.7,1995,2,vw rabbit c (diesel)
43.4,4,90,48,2336,23.7,1995,2,vw dasher (diesel)
36.4,5,121,67,2951,19.9,1995,2,audi 5000s (diesel)
30,4,146,67,3251,21.8,1995,2,mercedes-benz 240d
44.6,4,91,67,1851,13.8,1995,3,honda civic 1500 gl
40.9,4,85,98,1836,17.3,1995,2,renault lecar deluxe
33.8,4,97,67,2146,18,1995,3,subaru dl
29.8,4,89,62,1846,15.3,1995,2,vokswagen rabbit
32.7,6,168,132,2911,11.4,1976,3,datsun 280-zx
23.7,3,70,100,2421,12.5,1976,3,mazda rx-7 gs
35,4,122,88,2501,15.1,1976,2,triumph tr7 coupe
23.6,4,140,119,2906,14.3,1976,1,ford mustang cobra
32.4,4,107,72,2291,17,1976,3,honda accord
27.2,4,135,84,2491,15.7,1976,1,plymouth reliant
26.6,4,151,84,2636,16.4,1976,1,buick skylark
25.8,4,156,92,2621,14.4,1976,1,dodge aries wagon (sw)
23.5,6,173,110,2726,12.6,1976,1,chevrolet citation
30,4,135,84,2386,12.9,1976,1,plymouth reliant
39.1,4,79,58,1756,16.9,1976,3,toyota starlet
39,4,86,64,1876,16.4,1976,1,plymouth champ
35.1,4,81,60,1761,16.1,1976,3,honda civic 1300
32.3,4,97,67,2066,17.8,1997,3,subaru
37,4,85,65,1976,19.4,1997,3,datsun 210 mpg
37.7,4,89,62,2051,17.3,1997,3,toyota tercel
34.1,4,91,68,1986,16,1997,3,mazda glc 4
34.7,4,105,63,2216,14.9,1997,1,plymouth horizon 4
34.4,4,98,65,2046,16.2,1997,1,ford escort 4w
29.9,4,98,65,2381,20.7,1997,1,ford escort 2h
33,4,105,74,2191,14.2,1997,2,volkswagen jetta
34.5,4,100,110,2321,15.8,1997,2,renault 18i
33.7,4,107,75,2211,14.4,1997,3,honda prelude
32.4,4,108,75,2351,16.8,1997,3,toyota corolla
32.9,4,119,100,2616,14.8,1997,3,datsun 200sx
31.6,4,120,74,2636,18.3,1997,3,mazda 626
28.1,4,141,80,3231,20.4,1997,2,peugeot 505s turbo diesel
30.7,6,145,76,3161,19.6,1998,2,volvo diesel
25.4,6,168,116,2901,12.6,1998,3,toyota cressida
24.2,6,146,120,2931,13.8,1998,3,datsun 810 maxima
22.4,6,231,110,3416,15.8,1998,1,buick century
26.6,8,350,105,3726,19,1998,1,oldsmobile cutlass ls
20.2,6,200,88,3061,17.1,1998,1,ford granada gl
17.6,6,225,85,3466,16.6,1998,1,chrysler lebaron salon
28,4,112,88,2606,19.6,1998,1,chevrolet cavalier
27,4,112,88,2641,18.6,1998,1,chevrolet cavalier wagon
34,4,112,88,2396,18,1998,1,chevrolet cavalier 2-door
31,4,112,85,2576,16.2,1998,1,pontiac j2000 se hatchback
29,4,135,84,2526,16,1998,1,dodge aries se
27,4,151,90,2736,18,1998,1,pontiac phoenix
24,4,140,92,2866,16.4,1998,1,ford fairmont futura
23,4,151,115,3036,20.5,1998,1,amc concord dl
36,4,105,74,1981,15.3,1998,2,volkswagen rabbit l
37,4,91,68,2026,18.2,1998,3,mazda glc custom l
31,4,91,68,1971,17.6,1998,3,mazda glc custom
38,4,105,63,2126,14.7,1998,1,plymouth horizon miser
36,4,98,70,2126,17.3,1998,1,mercury lynx l
36,4,120,88,2161,14.5,1999,3,nissan stanza xe
36,4,107,75,2206,14.5,1999,3,honda accord
34,4,108,70,2246,16.9,1999,3,toyota corolla
38,4,91,67,1966,15,1999,3,honda civic
32,4,91,67,1966,15.7,1999,3,honda civic (auto)
38,4,91,67,1996,16.2,1999,3,datsun 310 gx
25,6,181,110,2946,16.4,1999,1,buick century limited
38,6,262,85,3016,17,1999,1,oldsmobile cutlass ciera (diesel)
26,4,156,92,2586,14.5,1999,1,chrysler lebaron medallion
22,6,232,112,2836,14.7,1999,1,ford granada l
32,4,144,96,2666,13.9,1999,3,toyota celica gt
36,4,135,84,2371,13,1999,1,dodge charger 2.2
27,4,151,90,2951,17.3,1999,1,chevrolet camaro
27,4,140,86,2791,15.6,1999,1,ford mustang gl
44,4,97,52,2131,24.6,1999,2,vw pickup
32,4,135,84,2296,11.6,1999,1,dodge rampage
28,4,120,79,2626,18.6,1999,1,ford ranger
31,4,119,82,2721,19.4,1999,1,chevy s-10
18,8,307,130,3504,12,2000,1,vw T-Roc+II1196:I1216
15,8,350,165,3693,11.5,2000,1,Vauxhal Corsa
18,8,318,150,3436,11,2000,1,Vauxhal Astra
16,8,304,150,3433,12,2000,1,vw golf
17,8,302,140,3449,10.5,2000,1,vw polo
15,8,429,198,4341,10,2000,1,Ford Focus 
14,8,454,220,4354,9,2000,1,merc C Class
14,8,440,215,4312,8.5,2000,1,Toyota Yaris
14,8,455,225,4425,10,2000,1,Skoda Fabia
15,8,390,190,3850,8.5,2000,1,Toyota GT86
15,8,383,170,3563,10,2000,1,Skoda Octavia
14,8,340,160,3609,8,2000,1,Toyota Aygo
15,8,400,150,3761,9.5,2000,1,Mercedes C Class
14,8,455,225,3086,10,2000,1,Skoda Citigo
24,4,113,95,2372,15,2000,3,Mercedes A Class
22,6,198,95,2833,15.5,2000,1,Toyota Corolla
18,6,199,97,2774,15.5,2000,1,Skoda Yeti Outdoor
21,6,200,85,2587,16,2000,1,Toyota RAV4
27,4,97,88,2130,14.5,2000,3,Mercedes SLK
26,4,97,46,1835,20.5,2000,2,Skoda Superb
25,4,110,87,2672,17.5,2000,2,Hyundai Tucson
24,4,107,90,2430,14.5,2000,2,Mercede S Class
25,4,104,95,2375,17.5,2000,2,Skoda Kodiaq
26,4,121,113,2234,12.5,2000,2,Hyunda I10
21,6,199,90,2648,15,2000,1,Mercedes SL CLASS
10,8,360,215,4615,14,2002,1,Skoda Rapid
10,8,307,200,4376,15,2002,1,Hyunda I20
11,8,318,210,4382,13.5,2002,1,Mercedes G Class
9,8,304,193,4732,18.5,2002,1,Skoda Yeti
27,4,97,88,2130,14.5,2002,3,Hyunda IX35
28,4,140,90,2264,15.5,2002,1,Mercedes GLE Class
25,4,113,95,2228,14,2002,3,Skoda Fabia
25,4,98,118,2046,19,2002,1,Hyunda I40
19,6,232,100,2634,13,2002,1,Mercedes GLA Class
16,6,225,105,3439,15.5,2002,1,Skoda Scala
17,6,250,100,3329,15.5,2002,1,Hyundai Kona
19,6,250,88,3302,15.5,2002,1,Mercedes GLC Class
18,6,232,100,3288,15.5,2002,1,Skoda Karoq
14,8,350,165,4209,12,2002,1,Hyunda Veloster
14,8,400,175,4464,11.5,2002,1,Mercedes B Class
14,8,351,153,4154,13.5,2002,1,Skoda Kodiaq
14,8,318,150,4096,13,2002,1,Hyunda Ioniq
12,8,383,180,4955,11.5,2002,1,Mercedes E Class
13,8,400,170,4746,12,2002,1,Skoda Citigo
13,8,400,175,5140,12,2002,1,Hyundai I800
18,6,258,110,2962,13.5,2002,1,Mercedes CLA Class
22,4,140,72,2408,19,2002,1,Skoda Kamiq
19,6,250,100,3282,15,2002,1,Hyunda Santa Fe
18,6,250,88,3139,14.5,2002,1,Mercedes M Class
23,4,122,86,2220,14,2002,1,Mercedes V Class
28,4,116,90,2123,14,2002,2,Mercedes CL Class
30,4,79,70,2074,19.5,2002,2,audi A3
30,4,88,76,2065,14.5,2002,2,BMW 3 Series
31,4,71,65,1773,19,2002,3,Ford Fiesta
35,4,72,69,1613,18,2002,3,audi Q3
27,4,97,60,1834,19,2002,2,BMW 1 Series
26,4,91,70,1955,20.5,2002,1,Ford Kuga
24,4,113,95,2278,15.5,2002,3,audi A1
25,4,97.5,80,2126,17,2002,1,BMW 5 Series
23,4,97,54,2254,23.5,2006,2,Ford EcoSport
20,4,140,90,2408,19.5,2006,1,audi A6
21,4,122,86,2226,16.5,2006,1,BMW 6 Series
13,8,350,165,4274,12,2006,1,Ford Puma
14,8,400,175,4385,12,2006,1,audi A4
15,8,318,150,4135,13.5,2006,1,BMW 7 Series
14,8,351,153,4129,13,2006,1,Ford C-MAX
17,8,304,150,3672,11.5,2006,1,audi Q5
11,8,429,208,4633,11,2006,1,BMW 2 Series
13,8,350,155,4502,13.5,2006,1,Ford Ka+
12,8,350,160,4456,13.5,2006,1,audi A5
13,8,400,190,4422,12.5,2006,1,BMW X3
19,3,70,97,2330,13.5,2006,3,Ford Tourneo Custom
15,8,304,150,3892,12.5,2006,1,audi S4
13,8,307,130,4098,14,2006,1,BMW 4 Series
13,8,302,140,4294,16,2006,1,Ford B-MAX
14,8,318,150,4077,14,2006,1,vw T-Roc+II1196:I1216
18,4,121,112,2933,14.5,2006,2,Vauxhal Corsa
22,4,121,76,2511,18,2006,2,Vauxhal Astra
21,4,120,87,2979,19.5,2006,2,vw golf
26,4,96,69,2189,18,2006,2,vw polo
22,4,122,86,2395,16,2006,1,Ford Focus 
28,4,97,92,2288,17,2006,3,merc C Class
23,4,120,97,2506,14.5,2006,3,Toyota Yaris
28,4,98,80,2164,15,2006,1,Skoda Fabia
27,4,97,88,2100,16.5,2006,3,Toyota GT86
13,8,350,175,4100,13,2006,1,Skoda Octavia
14,8,304,150,3672,11.5,2006,1,Toyota Aygo
13,8,350,145,3988,13,2006,1,Mercedes C Class
14,8,302,137,4042,14.5,2006,1,Skoda Citigo
15,8,318,150,3777,12.5,2006,1,Mercedes A Class
12,8,429,198,4952,11.5,2006,1,Toyota Corolla
13,8,400,150,4464,12,2006,1,Skoda Yeti Outdoor
13,8,351,158,4363,13,2006,1,Toyota RAV4
14,8,318,150,4237,14.5,2006,1,Mercedes SLK
13,8,440,215,4735,11,2006,1,Skoda Superb
12,8,455,225,4951,11,2006,1,Hyundai Tucson
13,8,360,175,3821,11,2006,1,Mercede S Class
18,6,225,105,3121,16.5,2006,1,Skoda Kodiaq
16,6,250,100,3278,18,2006,1,Hyunda I10
18,6,232,100,2945,16,2006,1,Mercedes SL CLASS
18,6,250,88,3021,16.5,2006,1,Skoda Rapid
23,6,198,95,2904,16,2001,1,Hyunda I20
26,4,97,46,1950,21,2001,2,Mercedes G Class
11,8,400,150,4997,14,2001,1,Skoda Yeti
12,8,400,167,4906,12.5,2001,1,Hyunda IX35
13,8,360,170,4654,13,2001,1,Mercedes GLE Class
12,8,350,180,4499,12.5,2001,1,Skoda Fabia
18,6,232,100,2789,15,2001,1,Hyunda I40
20,4,97,88,2279,19,2001,3,Mercedes GLA Class
21,4,140,72,2401,19.5,2001,1,Skoda Scala
22,4,108,94,2379,16.5,2001,3,Hyundai Kona
18,3,70,90,2124,13.5,2001,3,Mercedes GLC Class
19,4,122,85,2310,18.5,2001,1,Skoda Karoq
21,6,155,107,2472,14,2001,1,Hyunda Veloster
26,4,98,90,2265,15.5,2001,2,Mercedes B Class
15,8,350,145,4082,13,2001,1,Skoda Kodiaq
16,8,400,230,4278,9.5,2001,1,Hyunda Ioniq
29,4,68,49,1867,19.5,2001,2,Mercedes E Class
24,4,116,75,2158,15.5,2001,2,Skoda Citigo
20,4,114,91,2582,14,2001,2,Hyundai I800
19,4,121,112,2868,15.5,2001,2,Mercedes CLA Class
15,8,318,150,3399,11,2001,1,Skoda Kamiq
24,4,121,110,2660,14,2001,2,Hyunda Santa Fe
20,6,156,122,2807,13.5,2001,3,Mercedes M Class
11,8,350,180,3664,11,2001,1,Mercedes V Class
20,6,198,95,3102,16.5,2001,1,Mercedes CL Class
21,6,200,88,2875,17,2001,1,audi A3
19,6,232,100,2901,16,2001,1,BMW 3 Series
15,6,250,100,3336,17,2001,1,Ford Fiesta
31,4,79,67,1950,19,2001,3,audi Q3
26,4,122,80,2451,16.5,2001,1,BMW 1 Series
32,4,71,65,1836,21,2001,3,Ford Kuga
25,4,140,75,2542,17,2001,1,audi A1
16,6,250,100,3781,17,2001,1,BMW 5 Series
16,6,258,110,3632,18,2001,1,Ford EcoSport
18,6,225,105,3613,16.5,2003,1,audi A6
16,8,302,140,4141,14,2003,1,BMW 6 Series
13,8,350,150,4699,14.5,2003,1,Ford Puma
14,8,318,150,4457,13.5,2003,1,audi A4
14,8,302,140,4638,16,2003,1,BMW 7 Series
14,8,304,150,4257,15.5,2003,1,Ford C-MAX
29,4,98,83,2219,16.5,2003,2,audi Q5
26,4,79,67,1963,15.5,2003,2,BMW 2 Series
26,4,97,78,2300,14.5,2003,2,Ford Ka+
31,4,76,52,1649,16.5,2003,3,audi A5
32,4,83,61,2003,19,2003,3,BMW X3
28,4,90,75,2125,14.5,2003,1,Ford Tourneo Custom
24,4,90,75,2108,15.5,2003,2,audi S4
26,4,116,75,2246,14,2003,2,BMW 4 Series
24,4,120,97,2489,15,2003,3,Ford B-MAX
26,4,108,93,2391,15.5,2003,3,vw T-Roc+II1196:I1216
31,4,79,67,2000,16,2003,2,Vauxhal Corsa
19,6,225,95,3264,16,2003,1,Vauxhal Astra
18,6,250,105,3459,16,2003,1,vw golf
15,6,250,72,3432,21,2003,1,vw polo
15,6,250,72,3158,19.5,2003,1,Ford Focus 
16,8,400,170,4668,11.5,2003,1,merc C Class
15,8,350,145,4440,14,2003,1,Toyota Yaris
16,8,318,150,4498,14.5,2003,1,Skoda Fabia
14,8,351,148,4657,13.5,2003,1,Toyota GT86
17,6,231,110,3907,21,2003,1,Skoda Octavia
16,6,250,105,3897,18.5,2003,1,Toyota Aygo
15,6,258,110,3730,19,2003,1,Mercedes C Class
18,6,225,95,3785,19,2003,1,Skoda Citigo
21,6,231,110,3039,15,2003,1,Mercedes A Class
20,8,262,110,3221,13.5,2003,1,Toyota Corolla
13,8,302,129,3169,12,2003,1,Skoda Yeti Outdoor
29,4,97,75,2171,16,2003,3,Toyota RAV4
23,4,140,83,2639,17,2003,1,Mercedes SLK
20,6,232,100,2914,16,2003,1,Skoda Superb
23,4,140,78,2592,18.5,2003,1,Hyundai Tucson
24,4,134,96,2702,13.5,2003,3,Mercede S Class
25,4,90,71,2223,16.5,2003,2,Skoda Kodiaq
24,4,119,97,2545,17,2003,3,Hyunda I10
18,6,171,97,2984,14.5,2003,1,Mercedes SL CLASS
29,4,90,70,1937,14,2003,2,Skoda Rapid
19,6,232,90,3211,17,2003,1,Hyunda I20
23,4,115,95,2694,15,2003,2,Mercedes G Class
23,4,120,88,2957,17,2003,2,Skoda Yeti
22,4,121,98,2945,14.5,2003,2,Hyunda IX35
25,4,121,115,2671,13.5,2003,2,Mercedes GLE Class
33,4,91,53,1795,17.5,2003,3,Skoda Fabia
28,4,107,86,2464,15.5,2003,2,Hyunda I40
25,4,116,81,2220,16.9,2003,2,Mercedes GLA Class
25,4,140,92,2572,14.9,2003,1,Skoda Scala
26,4,98,79,2255,17.7,2003,1,Hyundai Kona
27,4,101,83,2202,15.3,2003,2,Mercedes GLC Class
17.5,8,305,140,4215,13,2003,1,Skoda Karoq
16,8,318,150,4190,13,2003,1,Hyunda Veloster
15.5,8,304,120,3962,13.9,2003,1,Mercedes B Class
14.5,8,351,152,4215,12.8,2003,1,Skoda Kodiaq
22,6,225,100,3233,15.4,2003,1,Hyunda Ioniq
22,6,250,105,3353,14.5,2003,1,Mercedes E Class
24,6,200,81,3012,17.6,2003,1,Skoda Citigo
22.5,6,232,90,3085,17.6,2003,1,Hyundai I800
29,4,85,52,2035,22.2,2003,1,Mercedes CLA Class
24.5,4,98,60,2164,22.1,2003,1,Skoda Kamiq
29,4,90,70,1937,14.2,2003,2,Hyunda Santa Fe
33,4,91,53,1795,17.4,2003,3,Mercedes M Class
20,6,225,100,3651,17.7,2003,1,Mercedes V Class
18,6,250,78,3574,21,2003,1,Mercedes CL Class
18.5,6,250,110,3645,16.2,2003,1,audi A3
17.5,6,258,95,3193,17.8,2003,1,BMW 3 Series
29.5,4,97,71,1825,12.2,2003,2,Ford Fiesta
32,4,85,70,1990,17,2003,3,audi Q3
28,4,97,75,2155,16.4,2003,3,BMW 1 Series
26.5,4,140,72,2565,13.6,2003,1,Ford Kuga
20,4,130,102,3150,15.7,2003,2,audi A1
13,8,318,150,3940,13.2,2003,1,BMW 5 Series
19,4,120,88,3270,21.9,2003,2,Ford EcoSport
19,6,156,108,2930,15.5,2003,3,audi A6
16.5,6,168,120,3820,16.7,2004,2,BMW 6 Series
16.5,8,350,180,4380,12.1,2004,1,Ford Puma
13,8,350,145,4055,12,2004,1,audi A4
13,8,302,130,3870,15,2004,1,BMW 7 Series
13,8,318,150,3755,14,2004,1,Ford C-MAX
31.5,4,98,68,2045,18.5,2004,3,audi Q5
30,4,111,80,2155,14.8,2004,1,BMW 2 Series
36,4,79,58,1825,18.6,2004,2,Ford Ka+
25.5,4,122,96,2300,15.5,2004,1,audi A5
33.5,4,85,70,1945,16.8,2004,3,BMW X3
17.5,8,305,145,3880,12.5,2004,1,Ford Tourneo Custom
17,8,260,110,4060,19,2004,1,audi S4
15.5,8,318,145,4140,13.7,2004,1,BMW 4 Series
15,8,302,130,4295,14.9,2004,1,Ford B-MAX
17.5,6,250,110,3520,16.4,2004,1,vw T-Roc+II1196:I1216
20.5,6,231,105,3425,16.9,2004,1,Vauxhal Corsa
19,6,225,100,3630,17.7,2004,1,Vauxhal Astra
18.5,6,250,98,3525,19,2004,1,vw golf
16,8,400,180,4220,11.1,2004,1,vw polo
15.5,8,350,170,4165,11.4,2004,1,Ford Focus 
15.5,8,400,190,4325,12.2,2004,1,merc C Class
16,8,351,149,4335,14.5,2004,1,Toyota Yaris
29,4,97,78,1940,14.5,2004,2,Skoda Fabia
24.5,4,151,88,2740,16,2004,1,Toyota GT86
26,4,97,75,2265,18.2,2004,3,Skoda Octavia
25.5,4,140,89,2755,15.8,2004,1,Toyota Aygo
30.5,4,98,63,2051,17,2004,1,Mercedes C Class
33.5,4,98,83,2075,15.9,2004,1,Skoda Citigo
30,4,97,67,1985,16.4,2004,3,Mercedes A Class
30.5,4,97,78,2190,14.1,2004,2,Toyota Corolla
22,6,146,97,2815,14.5,2004,3,Skoda Yeti Outdoor
21.5,4,121,110,2600,12.8,2004,2,Toyota RAV4
21.5,3,80,110,2720,13.5,2004,3,Mercedes SLK
43.1,4,90,48,1985,21.5,2004,2,Skoda Superb
36.1,4,98,66,1800,14.4,2004,1,Hyundai Tucson
32.8,4,78,52,1985,19.4,2004,3,Mercede S Class
39.4,4,85,70,2070,18.6,2004,3,Skoda Kodiaq
36.1,4,91,60,1800,16.4,2010,3,Hyunda I10
19.9,8,260,110,3365,15.5,2010,1,Mercedes SL CLASS
19.4,8,318,140,3735,13.2,2010,1,Skoda Rapid
20.2,8,302,139,3570,12.8,2010,1,Hyunda I20
19.2,6,231,105,3535,19.2,2010,1,Mercedes G Class
20.5,6,200,95,3155,18.2,2010,1,Skoda Yeti
20.2,6,200,85,2965,15.8,2010,1,Hyunda IX35
25.1,4,140,88,2720,15.4,2010,1,Mercedes GLE Class
20.5,6,225,100,3430,17.2,2010,1,Skoda Fabia
19.4,6,232,90,3210,17.2,2010,1,Hyunda I40
